ESMERALDA,892 PEDRO OLIVA,false,,PRIVADO,
CABAÑAS Y CAMPING DEL BOSQUE,"P. 001 Mzo 8 L Seccion ""T""",false,ALOJAMIENTO,PRIVADO,TERCIARIO
KIOSCO SUSY,"Mzo B P. 6 Seccion ""T""",false,POLIRRUBRO,PRIVADO,TERCIARIO
JOAQUIN,Emilio Blanco N°347,false,COMERCIO,PRIVADO,TERCIARIO
THE CROSMUTTER ROSE ,Minkiol Nº278,false,VIVERO,PRIVADO,
POLIRRUBRO LA FAMILIA,Adolfo Alsina nº 594,false,POLIRRUBRO,PRIVADO,TERCIARIO
DARIO GONZALES,Mzo.605 Parcela 7,false,POLIRRUBRO,PRIVADO,TERCIARIO
RIO TURBIO,"SECC ""T"" Mzo 137 P.""5""",false,GASTRONOMICO,PRIVADO,TERCIARIO
PASEO TOLHUIN,Cerro Jeujepen N°466,false,COMERCIO,PRIVADO,TERCIARIO
PARAMARU,Lucas Bridges 300,false,COMERCIO,PRIVADO,TERCIARIO
LA OMA,Juan Domingo Peron N° 775,false,COMERCIO,PRIVADO,TERCIARIO
EL CHAQUEÑO,Ernesto Lofler N° 66,false,POLIRRUBRO,PRIVADO,TERCIARIO
AUTOSERVICIO TOLHUIN,Pedro Oliva Nº 650,false,MERCADO,PRIVADO,TERCIARIO
SUPER TOLHUIN SRL ,Lucas Bridges N° 218,false,MERCADO,PRIVADO,TERCIARIO
LA ROCA,Chepach N° 210,false,POLIRRUBRO,PRIVADO,TERCIARIO
MARIO COIFFER,Luis Cardenas Nº123,false,PELUQUERÍA,PRIVADO,TERCIARIO
RIO TURBIO,"SECC ""T"" Mzo 137 P.""5""",false,GASTRONOMICO,PRIVADO,TERCIARIO
POLIRRUBRO EMANUEL,MAC 400B PARC.008,false,POLIRRUBRO,PRIVADO,TERCIARIO
MULTIRRUBRO S Y A ,PUERTO CISNE ,false,SALÓN,PRIVADO,TERCIARIO
AUSTRAL PROPIEDADES,Av. De los Shelknams Nº 430,false,INMOBILIARIA,PRIVADO,TERCIARIO
KIOSCO LAS HERMANAS,adolfo alsina Nº667,false,POLIRRUBRO,PRIVADO,TERCIARIO
LAVADERO AGUS,Hipolito Yrigoyen Nº124,false,LAVADERO DE AUTOS,PRIVADO,TERCIARIO
POLIRRUBRO ÉXITO,Pedro Oliva Nº680,false,POLIRRUBRO,PRIVADO,TERCIARIO
EL POLACO,Mzo.161 P.9,false,VIDRIERIA,PRIVADO,TERCIARIO
CIRO,Juan Villa y Cerro Jeujepen,false,GASTRONOMICO,PRIVADO,TERCIARIO
ORIANA,Koshpe nº 88,false,POLIRRUBRO,PRIVADO,TERCIARIO
CAMPING PIUXEN ,Gendarmeria Nacional,false,ALOJAMIENTO,PRIVADO,TERCIARIO
LITORAL,Padre Zenone nº 68,false,FORESTAL,PRIVADO,SECUNDARIO
SK SERVICIOS,Rupatini nº 480,false,SEGUROS,PRIVADO,TERCIARIO
AUTO RESPUESTOS USHUAIA,Gobernador Campos nº 514,false,LAVADERO DE AUTOS,PRIVADO,TERCIARIO
ME MATAN! LIMON,Lucas Bridges Nº 317,false,BAR,PRIVADO,TERCIARIO
PRODUCTOS DE LIMPIEZA BELEN,Ernesto Krund Nº 522,false,COMERCIO,PRIVADO,TERCIARIO
SIMPLEMENTE VOS,Calafate 289,false,COMERCIO,PRIVADO,TERCIARIO
AGUAS DEL FAGNIANO,P 158 Mzo 300,false,EMBOTELLADORA,PRIVADO,TERCIARIO
MN MUEBLERIA ,Santiago Rupatini 539,false,MUEBLERIA,PRIVADO,SECUNDARIO
ACOPIADORA LA ISLA,Mzo. 3000,true,ACOPÍADORA,PRIVADO,TERCIARIO
LAS RETAMAS DECO AMBIENTE,Loffler nº 15,true,MUEBLERIA,PRIVADO,TERCIARIO
ARTESANIAS DEL ECOTONO,Los Ñires N° 1032,true,COMERCIO,PRIVADO,TERCIARIO
BANCO TIERRA DEL FUEGO,Minkiol N° 331,true,OFICINA PÚBLICA,ESTATAL,
BICHOMANIA,Pedro Oliva N° 736,true,VETERINARIA,PRIVADO,TERCIARIO
LAVADERO AGUS,Mzo 60-Pcla 08,true,LAVADERO DE AUTOS,PRIVADO,TERCIARIO
CABAÑAS DEL FAGNANO,Toluken N°145,true,ALOJAMIENTO,PRIVADO,TERCIARIO
CABAÑAS KHAMI,Gendarmeria Nac. N°2219 114/01,true,ALOJAMIENTO,PRIVADO,TERCIARIO
CARPINSUR,Cerro Jeujepen Nº478,true,MUEBLERIA,PRIVADO,SECUNDARIO
COMEDOR LOS AMIGOS, Santiago Rupatini N° 480,true,BAR,PRIVADO,TERCIARIO
CONSULTORIO ODONTOLOGICO,Rupatini N° 511,true,CONSULTORIO,PRIVADO,TERCIARIO
CORAZON DE LA ISLA VIAJES Y TURISMO, LOS shelknam Nº 411,true,AGENCIA DE VIAJES,PRIVADO,TERCIARIO
DOBRONIC HNOS.,Lucas Bridges y Metet,true,FERRETERÍA,PRIVADO,TERCIARIO
DON SEGUNDO SOMBRA,Ernesto Campos N°670,true,BAR,PRIVADO,TERCIARIO
EL AGUILA,Los Ñires N° 224,true,RESPUESTOS PARA AUTOS,PRIVADO,TERCIARIO
ES CASTOR,Lola Kiepja N°501,true,MERCADO,PRIVADO,TERCIARIO
EL ENCUENTRO ,Santiago Rupatini N° 492,true,COMERCIO,PRIVADO,TERCIARIO
EL RINCON,Ernesto Campos N°284,true,GASTRONOMICO,PRIVADO,TERCIARIO
ESC. FUEGUINA DE INSTRUCCIÓN Y PERFECCIONAMIENTO AERONAUTICO,Rafaela Ishton N° 435,true,EDUCACIÓN,,
F.M. RA,Lucas Bridges N° 617,true,RADIO,PRIVADO,TERCIARIO
FERNANDEZ Y GALLARDO,Policia Fueguina N°85,true,CONSULTORIO,PRIVADO,TERCIARIO
FULL TIME,Los Shelknam Nº 139,true,POLIRRUBRO,PRIVADO,TERCIARIO
HOSTERIA KAIKEN,R.N. N° 3 Km 2942,true,ALOJAMIENTO,PRIVADO,TERCIARIO
IN.CO.FUE,Av de los Selknam N°147 ,true,FERRETERÍA,PRIVADO,TERCIARIO
J Y J BABY AND KIDS,Luis Cardenas N° 342,true,COMERCIO,PRIVADO,TERCIARIO
JAD,Lucas Bridges y Te Al,true,POLIRRUBRO,PRIVADO,TERCIARIO
LA ANONIMA,Constitucion Nacional ,true,MERCADO,PRIVADO,TERCIARIO
LA ESTHERCITA,R.N. N° 3 Km 2930,true,BAR,PRIVADO,TERCIARIO
LA NUEVA ROTISERIA,Chepach N° 35,true,GASTRONOMICO,PRIVADO,TERCIARIO
LA UNION,Cerro Jeujepen N° 450,true,PANADERÍA,PRIVADO,TERCIARIO
LIBRERÍA GRAFITO,Av. de los Selknam N°411,true,LIBRERÍA,PRIVADO,TERCIARIO
LOS ABUS,Manzana 145 Lote 13,true,MERCADO,PRIVADO,TERCIARIO
LOS AMIGOS II,Av de los selknam147,true,GASTRONOMICO,PRIVADO,TERCIARIO
MI REINA,Constitucion Nacional 1383 ,true,POLIRRUBRO,PRIVADO,TERCIARIO
LOCUTORIO NICOSOFT,lucas Bridges Nº219,true,LOCUTORIO ,PRIVADO,TERCIARIO
ONA LUZ,Los Ñires N° 771,true,FERRETERÍA,PRIVADO,TERCIARIO
LA CARNICERIA DE JULIO,Lucas Bridges Nº 219,true,COMERCIO,PRIVADO,TERCIARIO
PELUQUERIA GAUCHITO GIL,E. Loffler N° 256,true,PELUQUERÍA,PRIVADO,TERCIARIO
PELIQUERIA IMAGEN,Lucas Bridges N° 298,true,PELUQUERÍA,PRIVADO,TERCIARIO
POSADA DE LAS FLORES,Km 2938,true,ALOJAMIENTO,PRIVADO,TERCIARIO
POSADA DE LOS RAMIREZ,Av de los Selknam N°411,true,GASTRONOMICO,PRIVADO,TERCIARIO
TOL-WEN ,,true,,PRIVADO,
SENDERO INDIO,Gendarmeria Nacional N° 2170,true,SERVICIOS TURÍSTICOS,PRIVADO,TERCIARIO
SHALOM,Santiago Rupatini N° 665,true,PANADERÍA,PRIVADO,TERCIARIO
TERRAZAS DEL LAGO,Ruta Nacional N° 2938,true,INMOBILIARIA,PRIVADO,TERCIARIO
TIENDA SARA,Te Al N°488,true,COMERCIO,PRIVADO,TERCIARIO
TV DEL LAGO,,true,,PRIVADO,
URANO,Lucas Bridges N° 69,true,COMERCIO,PRIVADO,TERCIARIO
GLAMUR,,true,,PRIVADO,
CHE PEPE,,true,,PRIVADO,
FUEGO EXPRESS,Pedro Oliva N° 608,true,POLIRRUBRO,PRIVADO,TERCIARIO
CRIAS Y PRODUCCIÓN DE CODORNIZ,Pedro Oliva Nº 832,true,GANADERIA,PRIVADO,
LA CASONA PIZZERIA ,Te Al N° 443,true,GASTRONOMICO,PRIVADO,TERCIARIO
ALTOS DE TOLHUIN,Calle S.N. Nº 291,true,ALOJAMIENTO,PRIVADO,TERCIARIO
POLIRRUBRO EZEQUIEL,Jeujepen y Juan Villa,true,POLIRRUBRO,PRIVADO,TERCIARIO
PANCHOS,Juan Villa Nº462,true,POLIRRUBRO,PRIVADO,TERCIARIO
NUNATAK(Campbell),Pedro Oliva Nº617,true,AGENCIA DE VIAJES,PRIVADO,TERCIARIO
CABAÑAS LOS NIETOS,Padre Zezone Nº 70,true,ALOJAMIENTO,PRIVADO,TERCIARIO
EL CONDOR,Lucas Bridges N° 150,true,FERRETERÍA,PRIVADO,TERCIARIO
BY PASS,Los Shelknams Nº 139,true,BAR,PRIVADO,TERCIARIO
JUNIOR,LUCAS BRIDGES Nº 267,true,COMERCIO,PRIVADO,TERCIARIO
MAINERO,Luis Cardenas Nº232,true,FERRETERÍA,PRIVADO,TERCIARIO
EVOLUTION,Cerro Jeujepen Nº483,true,PELUQUERÍA,PRIVADO,TERCIARIO
GOMSISTEM S.R.L.Gomsistem S.R.L,lucas Bridges N° 300 local 1,true,CONSULTORA AMBIENTAL,PRIVADO,TERCIARIO
LOS PEQUES,Hetor Campora Nº 691,true,POLIRRUBRO,PRIVADO,TERCIARIO
C.IN.CO.TUR,,true,ONG,ONG,
AGUSTINA MORA,,true,GASTRONOMICO,PRIVADO,TERCIARIO
EL ALMACEN,Lucas Bridges Nº 61,true,MERCADO,PRIVADO,TERCIARIO
LUBRICENTRO TOLHUIN,Los Ñires Nº 200,true,LUBRICENTRO,PRIVADO,TERCIARIO
SPRINGFIELD,Rupatini N° 297,true,BAR,PRIVADO,TERCIARIO
DESPENSA PIUXEN,Gendarmeria Nacional ,true,MERCADO,PRIVADO,TERCIARIO
FARMACIA TOLHUIN,Lucas Bridges Nº 245,true,FARMACIA,PRIVADO,TERCIARIO
LOS PEQUES,Hetor Campora Nº 691,true,POLIRRUBRO,PRIVADO,TERCIARIO
CASA SALCO,Lucas Bridges Nº 348,true,COMERCIO,PRIVADO,TERCIARIO
VICTORINA ,Cerro Jeujepen Nº 472,true,COMERCIO,PRIVADO,TERCIARIO
IMPERIO ,LUCAS  BRIDGE Nº268,true,BAR,PRIVADO,TERCIARIO
PROPAGACION S.A.,Calle S.N. Nº153,true,Venta de materiales de Construccion ,PRIVADO,TERCIARIO
MULTIRRUBRO LEVIN,Lucas Bridges Nº 271,true,POLIRRUBRO,PRIVADO,TERCIARIO
LA SOÑADA,Macizo 7 A Parcela 11,true,GASTRONOMICO,PRIVADO,TERCIARIO
HERRERIA ARTESANAL,CALLE 24 de Marzo Nº985,true,Taller de Herreria ,PRIVADO,SECUNDARIO
LUBRICENTRO FACU,Santiago Rupatini Nº480,true,LUBRICENTRO,PRIVADO,TERCIARIO
SISNE S.R.L.,Te Al N° 427,true,COMERCIO,PRIVADO,TERCIARIO
CABAÑAS DOLY,Antonio Livacic Nº 827,true,ALOJAMIENTO,PRIVADO,TERCIARIO
D.E. INFORMATICA,Av. de los Shelknam 475,true,INFORMATICA,PRIVADO,TERCIARIO
CARNICERIA TOLHUIN,Lucas Bridge Nº629,true,COMERCIO,PRIVADO,TERCIARIO
ALUSUR S.R.L.,Av. de los Selknam N°114,true,FERRETERÍA,PRIVADO,TERCIARIO
AGUA DEL FAGNANO S.A.,Macizo 300 Parcela 158,true,EMBOTELLADORA,PRIVADO,TERCIARIO
TALLER EL ABUELO,Mendoza Nº1954,true,TALLER MECÁNICO,PRIVADO,TERCIARIO
KINESIOLOGIA FISIOTERAPIA,El Calafate Nº449,true,KINESIOLOGÍA,PRIVADO,TERCIARIO
BET-HEL VIAL TOLHUIN,434 EL CALAFATE,false,MOVIMIENTO DE SUELO,PRIVADO,TERCIARIO
SERVICIOS Y TRANSPORTE MARI,1116 PEDRO OLIVA,false,TRANSPORTE,PRIVADO,TERCIARIO
CUMBRES DEL YEHUIN SRL,145 TOLUKEN,false,ALOJAMIENTO,PRIVADO,TERCIARIO
CONSTRUCCION FAVIO CORONEL,MACIZO 271 PARCELA 7 BARRIO ISLAS DEL SUR 884 (COORDENADAS),false,CONSTRUCTORA,PRIVADO,TERCIARIO
JOAQUIN BARROZO,947 PEDRO OLIVA,false,ALOJAMIENTO,PRIVADO,TERCIARIO
BY PASS DISCO TOLHUIN,139 AVENIDA DE LOS SHELKNAM,false,BAR,PRIVADO,TERCIARIO
B VANZ POP,480 CHEPACH,false,GRANJA,PRIVADO,
FORESTAL LM,PARCELA 163 SIN NUMERO,false,TRANSPORTE DE CARGA,PRIVADO,TERCIARIO
EL ROCIO,832 PEDRO OLIVA,false,COMERCIO,PRIVADO,TERCIARIO
CABAÑAS LAS LENGAS,321 LAS LENGAS,false,ALOJAMIENTO,PRIVADO,TERCIARIO
PERSONALIZADOS MAH,339 MINKIOL,false,COMERCIO,PRIVADO,TERCIARIO
"POLIRRUBRO ""NNYCKS""",1344 CONSTITUCION NACIONAL,false,POLIRRUBRO,PRIVADO,TERCIARIO
"MUEBLERIA ""LA LOLA""",362 LUCAS BRIDGES,false,CARPINTERIA,PRIVADO,TERCIARIO
JUNIO URBAN,419 LOFFLER,false,COMERCIO,PRIVADO,TERCIARIO
CJ SERVICIOS,870 PREFECTURA NAVAL ARGENTINA,false,SERVICIOS,PRIVADO,TERCIARIO
FORESTAL ANDORRA SERVICIOS,884 ARTURO ILLIA,false,FORESTAL,PRIVADO,SECUNDARIO
